Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
10177,20130227  5:00AM UTC,SLI Systems Offers Easy Migration Path for Retailers Using Google Commerce Search to SLI's Full-Service Learning Search,"('SLI', 'to', 'Full Service Learning Search')",SLI,to,Full Service Learning Search,SLI to,to Full Service Learning Search,SLI to Full Service Learning Search,-0.09960899999998674,4.80697600000002
10178,20130228  7:11PM UTC,"Facebook, Google tech gurus to design cancer research game","('Google tech gurus', 'design', 'cancer research game')",Google tech gurus,design,cancer research game,Google tech gurus design,design cancer research game,Google tech gurus design cancer research game,3.138243999999986,0.7073669999999765
10179,20130228  7:00PM UTC,"Facebook, Google tech gurus to design cancer research game","('Google tech gurus', 'design', 'cancer research game')",Google tech gurus,design,cancer research game,Google tech gurus design,design cancer research game,Google tech gurus design cancer research game,3.138243999999986,0.7073669999999765
10181,20130228  11:48AM UTC,UK kids turn to Google instead of grandparents for advice,"('UK kids', 'turn to', 'Google')",UK kids,turn to,Google,UK kids turn to,turn to Google,UK kids turn to Google,3.138243999999986,0.7073669999999765
10182,20130228  11:38AM UTC,UK kids turn to Google instead of grandparents for advice,"('UK kids', 'turn to', 'Google')",UK kids,turn to,Google,UK kids turn to,turn to Google,UK kids turn to Google,3.138243999999986,0.7073669999999765
10185,20130228  7:30AM UTC,"Cloud Sherpas Releases World's First Open Source Python Framework -- Dubbed ""Ferris"" -- for Rapid App Development on Google App Engine","('World', 'has', 'First Open Source Python Framework for Rapid App Development on Google App Engine')",World,has,First Open Source Python Framework for Rapid App Development on Google App Engine,World has,has First Open Source Python Framework for Rapid App Development on Google App Engine,World has First Open Source Python Framework for Rapid App Development on Google App Engine,3.138243999999986,0.7073669999999765
10187,20130301  2:54PM UTC,Google Me: How B2Bers Navigate up the Communications Stream to Get in Front of Busy Executives,"('B2Bers', 'Navigate up', 'Communications Stream')",B2Bers,Navigate up,Communications Stream,B2Bers Navigate up,Navigate up Communications Stream,B2Bers Navigate up Communications Stream,-1.6438600000000179,2.4856869999999844
10188,20130301  1:13PM UTC,Google Sends Three Representatives to Visit With Windy City Strategies Team,"('Google', 'Sends', 'Three Representatives')",Google,Sends,Three Representatives,Google Sends,Sends Three Representatives,Google Sends Three Representatives,-1.6438600000000179,2.4856869999999844
10189,20130301  12:06PM UTC,"Minister Clement Hosts Canadian Government's First ""Google Hangout""","('Minister Clement', 'Hosts', ""Canadian Government 's First"")",Minister Clement,Hosts,Canadian Government 's First,Minister Clement Hosts,Hosts Canadian Government 's First,Minister Clement Hosts Canadian Government 's First,-1.6438600000000179,2.4856869999999844
10190,20130301  12:06PM UTC,"Minister Clement Hosts Canadian Government's First ""Google Hangout""","('Minister Clement', 'Hosts', ""Canadian Government 's First"")",Minister Clement,Hosts,Canadian Government 's First,Minister Clement Hosts,Hosts Canadian Government 's First,Minister Clement Hosts Canadian Government 's First,-1.6438600000000179,2.4856869999999844
10196,20130304  6:04PM UTC,Google shares gallop to new highs; stock up 700 percent since 2004,"('new highs', 'to shares is', 'gallop')",new highs,to shares is,gallop,new highs to shares is,to shares is gallop,new highs to shares is gallop,3.7359930000000077,7.626404000000036
10197,20130304  6:00PM UTC,Google shares gallop to new highs; stock up 700 pct since 2004,"('new highs', 'to shares is', 'gallop')",new highs,to shares is,gallop,new highs to shares is,to shares is gallop,new highs to shares is gallop,3.7359930000000077,7.626404000000036
10198,20130304  12:00PM UTC,Zephyr Real Estate Implements Latest Google Technology for Its Agents,"('Zephyr Real Estate', 'Implements', 'Latest Google Technology')",Zephyr Real Estate,Implements,Latest Google Technology,Zephyr Real Estate Implements,Implements Latest Google Technology,Zephyr Real Estate Implements Latest Google Technology,3.7359930000000077,7.626404000000036
10199,20130304  10:28AM UTC,Internet Giant Google Promotes the Sale of Thousands of Endangered Elephant and Whale Products: Fails to Enforce its Own Policies,"('Internet Giant Google', 'Promotes', 'Sale')",Internet Giant Google,Promotes,Sale,Internet Giant Google Promotes,Promotes Sale,Internet Giant Google Promotes Sale,3.7359930000000077,7.626404000000036
10201,20130304  2:21PM UTC,"Techquity: Apple low, Google high, Microsoft's possible fine","('Apple low', ""fine 's"", 'Microsoft')",Apple low,fine 's,Microsoft,Apple low fine 's,fine 's Microsoft,Apple low fine 's Microsoft,3.7359930000000077,7.626404000000036
10202,20130305  6:56PM UTC,"Google tests same-day delivery, raising marketplace speculation","('Google', 'tests', 'same day delivery')",Google,tests,same day delivery,Google tests,tests same day delivery,Google tests same day delivery,11.77090400000003,8.518066000000033
10204,20130305  12:45PM UTC,iProspect Finland Approved to Become a Google Analytics Certified Partner,"('iProspect Finland', 'Become', 'Google Analytics Certified Partner')",iProspect Finland,Become,Google Analytics Certified Partner,iProspect Finland Become,Become Google Analytics Certified Partner,iProspect Finland Become Google Analytics Certified Partner,11.77090400000003,8.518066000000033
10205,20130305  11:32AM UTC,MICROS Enables Louvre Hotels Group to Connect Directly to Google,"('Louvre Hotels Group', 'Connect Directly to', 'Google')",Louvre Hotels Group,Connect Directly to,Google,Louvre Hotels Group Connect Directly to,Connect Directly to Google,Louvre Hotels Group Connect Directly to Google,11.77090400000003,8.518066000000033
10207,20130305  8:35AM UTC,Altitude Digital Offers Online Publishers an Alternative to Google AdSense,"('Altitude Digital', 'Offers', 'Online Publishers')",Altitude Digital,Offers,Online Publishers,Altitude Digital Offers,Offers Online Publishers,Altitude Digital Offers Online Publishers,11.77090400000003,8.518066000000033
10208,20130305  8:00AM UTC,NFC Forum Welcomes Google to Board of Directors,"('NFC Forum', 'Welcomes Google to', 'Board')",NFC Forum,Welcomes Google to,Board,NFC Forum Welcomes Google to,Welcomes Google to Board,NFC Forum Welcomes Google to Board,11.77090400000003,8.518066000000033
10209,20130305  3:58AM UTC,Google controls too much of China's smartphone sector: ministry,"('Google', 'controls', 'much')",Google,controls,much,Google controls,controls much,Google controls much,11.77090400000003,8.518066000000033
10210,20130305  3:54AM UTC,Google controls too much of China's smartphone sector -ministry,"('China', 'of', 'smartphone sector ministry')",China,of,smartphone sector ministry,China of,of smartphone sector ministry,China of smartphone sector ministry,11.77090400000003,8.518066000000033
10211,20130305  1:55PM UTC,"Techquity: China vs.Google, more trouble for HP's board","('HP', 'for', 'board')",HP,for,board,HP for,for board,HP for board,11.77090400000003,8.518066000000033
10213,20130306  4:39PM UTC,"ODiN Launched, Automating BroadSoft Service Provider's Enterprise Voice Into Google Apps","('ODiN Launched', ""Automating BroadSoft Service Provider 's Enterprise Voice Into"", 'Google Apps')",ODiN Launched,Automating BroadSoft Service Provider 's Enterprise Voice Into,Google Apps,ODiN Launched Automating BroadSoft Service Provider 's Enterprise Voice Into,Automating BroadSoft Service Provider 's Enterprise Voice Into Google Apps,ODiN Launched Automating BroadSoft Service Provider 's Enterprise Voice Into Google Apps,6.0274049999999875,-3.5965270000000373
10215,20130306  3:00PM UTC,Online Specialty Retailer Bare Necessities Launches an Alluring Digital Experience on Google Catalogs,"('Online Specialty Retailer Bare Necessities', 'Launches', 'Alluring Digital Experience on Google Catalogs')",Online Specialty Retailer Bare Necessities,Launches,Alluring Digital Experience on Google Catalogs,Online Specialty Retailer Bare Necessities Launches,Launches Alluring Digital Experience on Google Catalogs,Online Specialty Retailer Bare Necessities Launches Alluring Digital Experience on Google Catalogs,6.0274049999999875,-3.5965270000000373
10217,20130306  10:32AM UTC,Perficient Named Google North America Deployment Partner of the Year,"('Perficient', 'Named', 'Google North America Deployment Partner')",Perficient,Named,Google North America Deployment Partner,Perficient Named,Named Google North America Deployment Partner,Perficient Named Google North America Deployment Partner,6.0274049999999875,-3.5965270000000373
10218,20130306  10:19AM UTC,"Google tests same-day delivery, raising marketplace speculation","('Google', 'tests', 'same day delivery')",Google,tests,same day delivery,Google tests,tests same day delivery,Google tests same day delivery,6.0274049999999875,-3.5965270000000373
10221,20130306  8:00AM UTC,Cox Media Group Selected as Google AdWords Premier SMB Partner,"('Cox Media Group', 'Selected as', 'Google AdWords Premier SMB Partner')",Cox Media Group,Selected as,Google AdWords Premier SMB Partner,Cox Media Group Selected as,Selected as Google AdWords Premier SMB Partner,Cox Media Group Selected as Google AdWords Premier SMB Partner,6.0274049999999875,-3.5965270000000373
10222,20130307  8:36PM UTC,Google Exec Joins Xero,"('Google Exec', 'Joins', 'Xero')",Google Exec,Joins,Xero,Google Exec Joins,Joins Xero,Google Exec Joins Xero,-3.471985000000018,0.6077270000000112
10223,20130307  5:12PM UTC,ArchPoint Partners Advises Channel Intelligence on Its Sale to Google,"('ArchPoint Partners', 'Advises Channel Intelligence on', 'Its Sale to Google')",ArchPoint Partners,Advises Channel Intelligence on,Its Sale to Google,ArchPoint Partners Advises Channel Intelligence on,Advises Channel Intelligence on Its Sale to Google,ArchPoint Partners Advises Channel Intelligence on Its Sale to Google,-3.471985000000018,0.6077270000000112
10224,20130307  2:00PM UTC,Google and MPEG LA Announce Agreement Covering VP8 Video Format,"('MPEG LA', 'Announce', 'Agreement Covering VP8 Video Format')",MPEG LA,Announce,Agreement Covering VP8 Video Format,MPEG LA Announce,Announce Agreement Covering VP8 Video Format,MPEG LA Announce Agreement Covering VP8 Video Format,-3.471985000000018,0.6077270000000112
10225,20130307  11:00AM UTC,New Whitepaper Finds YP.com Surpasses Google Maps and Other Leading Local Search Engines in Search Relevance,"('Google Maps', 'YP.com', 'Other Search Engines')",YP.com,Surpasses Google Maps in,Search Relevance,YP.com Surpasses Google Maps in,Surpasses Google Maps in Search Relevance,YP.com Surpasses Google Maps in Search Relevance,-3.471985000000018,0.6077270000000112
10228,20130307  7:00AM UTC,Google Calendar Sync Alternative with Technical Support by CompanionLink,"('Google Calendar Sync Alternative', 'is with', 'Technical Support by CompanionLink')",Google Calendar Sync Alternative,is with,Technical Support by CompanionLink,Google Calendar Sync Alternative is with,is with Technical Support by CompanionLink,Google Calendar Sync Alternative is with Technical Support by CompanionLink,-3.471985000000018,0.6077270000000112
10229,20130307  6:00AM UTC,BREAKING CONSUMER NEWS: Reputation Changer Offers Tools for Clearing Embarrassing Images From Google,"('Reputation Changer', 'Offers', 'Tools')",Reputation Changer,Offers,Tools,Reputation Changer Offers,Offers Tools,Reputation Changer Offers Tools,-3.471985000000018,0.6077270000000112
10230,20130308  5:04PM UTC,Google nears $7 million settlement with U.S. states over Wifi incident: source,"('Google', 'nears', '$ 7 million settlement with U.S. states over Wifi incident')",Google,nears,$ 7 million settlement with U.S. states over Wifi incident,Google nears,nears $ 7 million settlement with U.S. states over Wifi incident,Google nears $ 7 million settlement with U.S. states over Wifi incident,0.21917800000005627,-0.5379639999999881
10231,20130308  5:02PM UTC,Google nears $7 mln settlement with U.S. states over Wifi incident-source,"('Google', 'nears', '$ 7 mln settlement with U.S. states')",Google,nears,$ 7 mln settlement with U.S. states,Google nears,nears $ 7 mln settlement with U.S. states,Google nears $ 7 mln settlement with U.S. states,0.21917800000005627,-0.5379639999999881
10233,20130308  9:21AM UTC,"Google to cut 1,200 jobs at Motorola Mobility","('Google', 'cut', '1,200 jobs')",Google,cut,"1,200 jobs",Google cut,"cut 1,200 jobs","Google cut 1,200 jobs",0.21917800000005627,-0.5379639999999881
10234,20130308  8:02AM UTC,"Strong Advertising Prospects to Rake in Profits for Internet Service Providers - Research Report on Google, Yahoo!, Baidu.com, SINA and Yandex","('Strong Advertising Prospects', 'is in', 'Profits for Internet Service Providers Research Report on Google')",Strong Advertising Prospects,is in,Profits for Internet Service Providers Research Report on Google,Strong Advertising Prospects is in,is in Profits for Internet Service Providers Research Report on Google,Strong Advertising Prospects is in Profits for Internet Service Providers Research Report on Google,0.21917800000005627,-0.5379639999999881
10238,20130308  1:23AM UTC,"Google to cut 1,200 jobs at Motorola Mobility - WSJ","('Google', 'cut', '1,200 jobs')",Google,cut,"1,200 jobs",Google cut,"cut 1,200 jobs","Google cut 1,200 jobs",0.21917800000005627,-0.5379639999999881
10239,20130308  2:09PM UTC,"Techquity: Google's potential speed bumps, Norway on Apple","('Google', 'has', 'potential speed bumps')",Google,has,potential speed bumps,Google has,has potential speed bumps,Google has potential speed bumps,0.21917800000005627,-0.5379639999999881
10241,20130311  9:00AM UTC,"Canada's Premier Social Media Conference Returns: Digital Media Summit Features Speakers from McDonald's, Google, Facebook, Master","('Canada', 'has', 'Premier Social Media Conference Returns')",Canada,has,Premier Social Media Conference Returns,Canada has,has Premier Social Media Conference Returns,Canada has Premier Social Media Conference Returns,-1.39975000000004,1.64382999999998
10243,20130311  2:01PM UTC,"Techquity: More concerns about Apple, more praise for Google","('More concerns', 'praise for', 'Google')",More concerns,praise for,Google,More concerns praise for,praise for Google,More concerns praise for Google,-1.39975000000004,1.64382999999998
10244,20130312  8:16PM UTC,EBay study questions value of Google's main ad service,"('Google', 'of', 'main ad service')",Google,of,main ad service,Google of,of main ad service,Google of main ad service,-0.48819000000003143,-3.5915529999999762
10245,20130312  8:15PM UTC,EBay study questions value of Google's main ad service,"('Google', 'of', 'main ad service')",Google,of,main ad service,Google of,of main ad service,Google of main ad service,-0.48819000000003143,-3.5915529999999762
10246,20130312  3:55PM UTC,Consumer Watchdog Calls for Meaningful Wi-Spy Penalties; Says State Attorneys General $7 Million Deal with Google Won't Stop Company's Serial Privacy Abuses,"('$ 7 Million Deal', 'is with', 'Google')",$ 7 Million Deal,is with,Google,$ 7 Million Deal is with,is with Google,$ 7 Million Deal is with Google,-0.48819000000003143,-3.5915529999999762
10247,20130312  2:07PM UTC,Google pays $7 million to settle 38-state WiFi investigation,"('$ 7 million', 'settle', '38 state WiFi investigation')",$ 7 million,settle,38 state WiFi investigation,$ 7 million settle,settle 38 state WiFi investigation,$ 7 million settle 38 state WiFi investigation,-0.48819000000003143,-3.5915529999999762
10248,20130312  2:04PM UTC,Google pays $7 mln to settle 38-state WiFi investigation,"('Google', 'pays', '$')",Google,pays,$,Google pays,pays $,Google pays $,-0.48819000000003143,-3.5915529999999762
10250,20130312  7:06AM UTC,BAM says has bid for Google's 250-300 mln pound HQ in London,"(""Google 's 250 300 mln pound HQ"", 'is in', 'London')",Google 's 250 300 mln pound HQ,is in,London,Google 's 250 300 mln pound HQ is in,is in London,Google 's 250 300 mln pound HQ is in London,-0.48819000000003143,-3.5915529999999762
10251,20130312  1:13PM UTC,"Techquity: Boost for Google, Cuts for Apple","('Google', 'Cuts for', 'Apple')",Google,Cuts for,Apple,Google Cuts for,Cuts for Apple,Google Cuts for Apple,-0.48819000000003143,-3.5915529999999762
10253,20130313  8:11PM UTC,Envista and Google Enable the World's First Platform-as-a-Service Technology Powered by Google Maps Engine,"('Google', 'Enable', ""World 's First Platform Technology Powered"")",Google,Enable,World 's First Platform Technology Powered,Google Enable,Enable World 's First Platform Technology Powered,Google Enable World 's First Platform Technology Powered,-1.3997499999999832,-1.1456910000000562
10254,20130313  7:08PM UTC,Google's Android chief Andy Rubin steps down,"('Google', 'has', 'Android chief')",Google,has,Android chief,Google has,has Android chief,Google has Android chief,-1.3997499999999832,-1.1456910000000562
10255,20130313  7:06PM UTC,UPDATE 4-Google's Android chief Andy Rubin steps down,"('4 Google', 'has', 'Android chief')",4 Google,has,Android chief,4 Google has,has Android chief,4 Google has Android chief,-1.3997499999999832,-1.1456910000000562
10257,20130313  1:09PM UTC,Google's Pichai replaces Rubin at Android's helm,"('Google', 'has', 'Pichai')",Google,has,Pichai,Google has,has Pichai,Google has Pichai,-1.3997499999999832,-1.1456910000000562
10259,20130313  9:30AM UTC,"The Zacks Analyst Blog Highlights: Research in Motion Limited, AT&T;, Apple, Google and Monsanto","('Research', 'is in', 'Motion Limited')",Research,is in,Motion Limited,Research is in,is in Motion Limited,Research is in Motion Limited,-1.3997499999999832,-1.1456910000000562
10260,20130314  5:01PM UTC,Did Google just kill RSS?,"('Google', 'Did kill', 'RSS')",Google,Did kill,RSS,Google Did kill,Did kill RSS,Google Did kill RSS,-0.4533079999999927,-1.8779599999999732
10263,20130314  2:32PM UTC,"Google to shut Reader web feed application, users vent","('Google', 'shut', 'users vent')",Google,shut,users vent,Google shut,shut users vent,Google shut users vent,-0.4533079999999927,-1.8779599999999732
10266,20130314  10:30AM UTC,Adblock Plus Reports Removal from Google Play Store; Android Customers Forced to Watch Ads,"('Android Customers', 'Forced to', 'Watch Ads')",Android Customers,Forced to,Watch Ads,Android Customers Forced to,Forced to Watch Ads,Android Customers Forced to Watch Ads,-0.4533079999999927,-1.8779599999999732
10267,20130314  8:40AM UTC,"Google Uses Neuromarketing Insights to Revolutionize SEO, According to Business Marketing Expert Rhondalynn Korolak","('Google', 'Uses', 'Neuromarketing Insights')",Google,Uses,Neuromarketing Insights,Google Uses,Uses Neuromarketing Insights,Google Uses Neuromarketing Insights,-0.4533079999999927,-1.8779599999999732
10268,20130314  8:01AM UTC,"A Forward Look, the Year Ahead - Research Report on Goodrich Petroleum Corporation, Cabot Oil & Gas Corporation, Google Inc., Yahoo! Inc. and Genuine Parts Company","('Forward', 'Look', 'Year Research Report on Goodrich Petroleum Corporation')",Forward,Look,Year Research Report on Goodrich Petroleum Corporation,Forward Look,Look Year Research Report on Goodrich Petroleum Corporation,Forward Look Year Research Report on Goodrich Petroleum Corporation,-0.4533079999999927,-1.8779599999999732
10269,20130314  8:00AM UTC,"Today's Technical View on Google, ServiceNow, DigitalGlobe, and Broadridge Financial Solutions","('Today', 'has', 'Technical View on Google')",Today,has,Technical View on Google,Today has,has Technical View on Google,Today has Technical View on Google,-0.4533079999999927,-1.8779599999999732
10270,20130314  6:42AM UTC,REFILE-Google to shut down Reader web feed application,"('Google', 'shut down', 'Reader web feed application')",Google,shut down,Reader web feed application,Google shut down,shut down Reader web feed application,Google shut down Reader web feed application,-0.4533079999999927,-1.8779599999999732
10272,20130315  6:36PM UTC,"Google's Schmidt to visit Myanmar, an untapped telecoms market","(""Google 's Schmidt"", 'visit', 'Myanmar')",Google 's Schmidt,visit,Myanmar,Google 's Schmidt visit,visit Myanmar,Google 's Schmidt visit Myanmar,-4.229126000000008,-3.6064759999999865
10273,20130315  4:26PM UTC,"UPDATE 1-Google's Schmidt to visit Myanmar, an untapped telecoms market","('1 Google', 'has', 'Schmidt')",1 Google,has,Schmidt,1 Google has,has Schmidt,1 Google has Schmidt,-4.229126000000008,-3.6064759999999865
10274,20130315  9:00AM UTC,Shanda Games' Subsidiary Actoz Ranked 8th on Google Play's Global Publishers by Monthly Revenue,"(""Shanda Games ' Subsidiary Actoz"", 'Ranked 8th by', 'Monthly Revenue')",Shanda Games ' Subsidiary Actoz,Ranked 8th by,Monthly Revenue,Shanda Games ' Subsidiary Actoz Ranked 8th by,Ranked 8th by Monthly Revenue,Shanda Games ' Subsidiary Actoz Ranked 8th by Monthly Revenue,-4.229126000000008,-3.6064759999999865
10275,20130315  8:54AM UTC,"Google's Schmidt to visit Myanmar, an untapped telecoms market","(""Google 's Schmidt"", 'visit', 'Myanmar')",Google 's Schmidt,visit,Myanmar,Google 's Schmidt visit,visit Myanmar,Google 's Schmidt visit Myanmar,-4.229126000000008,-3.6064759999999865
10276,20130315  1:26PM UTC,"Techquity: Expect Google to outperform Apple, says analyst","('Techquity', 'says', 'analyst')",Techquity,says,analyst,Techquity says,says analyst,Techquity says analyst,-4.229126000000008,-3.6064759999999865
10278,20130317  11:22PM UTC,"INDIA PRESS-Google, Microsoft to support startups in India - Mint","('Microsoft', 'support', 'startups in India Mint')",Microsoft,support,startups in India Mint,Microsoft support,support startups in India Mint,Microsoft support startups in India Mint,-6.7247919999999795,-3.24285900000001
10279,20130318  1:09PM UTC,Jellyfish Online Marketing Achieves Google Analytics Premium Reseller Status,"('Jellyfish Online Marketing', 'Achieves', 'Google Analytics Premium Reseller Status')",Jellyfish Online Marketing,Achieves,Google Analytics Premium Reseller Status,Jellyfish Online Marketing Achieves,Achieves Google Analytics Premium Reseller Status,Jellyfish Online Marketing Achieves Google Analytics Premium Reseller Status,-6.7247919999999795,-3.24285900000001
10280,20130318  11:41AM UTC,"Poynter Welcomes Google Journalism Fellow, Medill Resident; Digital Media Fellow Jeff Sonderman Named Adjunct Faculty","('Digital Media Fellow Jeff Sonderman', 'Named', 'Adjunct Faculty')",Digital Media Fellow Jeff Sonderman,Named,Adjunct Faculty,Digital Media Fellow Jeff Sonderman Named,Named Adjunct Faculty,Digital Media Fellow Jeff Sonderman Named Adjunct Faculty,-6.7247919999999795,-3.24285900000001
10282,20130318  7:30AM UTC,Cloud Sherpas' Google Business Unit Accelerates Growth,"(""Cloud Sherpas ' Google Business Unit"", 'Accelerates', 'Growth')",Cloud Sherpas ' Google Business Unit,Accelerates,Growth,Cloud Sherpas ' Google Business Unit Accelerates,Accelerates Growth,Cloud Sherpas ' Google Business Unit Accelerates Growth,-6.7247919999999795,-3.24285900000001
10284,20130319  5:36AM UTC,XTB Brings Know-How to the Italian Market and Signs Agreement With Google,"('XTB', 'Brings Know How With', 'Google')",XTB,Brings Know How With,Google,XTB Brings Know How With,Brings Know How With Google,XTB Brings Know How With Google,3.108337000000006,1.7584229999999934
10285,20130320  6:06PM UTC,Bibliogo now accepts imports of RSS Feeds from Google Reader,"('Bibliogo', 'accepts', 'imports')",Bibliogo,accepts,imports,Bibliogo accepts,accepts imports,Bibliogo accepts imports,2.7845459999999775,1.6886599999999703
10286,20130320  10:00AM UTC,"SearchYourCloud Provides Single Search Capability From Virtually Any Device for Information Stored in Dropbox, Google Drive, and Other Clouds","('SearchYourCloud', 'Provides Search Capability From', 'Device for Information Stored in Dropbox')",SearchYourCloud,Provides Search Capability From,Device for Information Stored in Dropbox,SearchYourCloud Provides Search Capability From,Provides Search Capability From Device for Information Stored in Dropbox,SearchYourCloud Provides Search Capability From Device for Information Stored in Dropbox,2.7845459999999775,1.6886599999999703
10289,20130320  9:00AM UTC,Leading Coupon and Deal-Themed Apps on Google Play Monetize With Pontiflex's Signup Ads,"('Pontiflex', 'With', 'Signup Ads')",Pontiflex,With,Signup Ads,Pontiflex With,With Signup Ads,Pontiflex With Signup Ads,2.7845459999999775,1.6886599999999703
10290,20130320  8:30AM UTC,"2013 Game Marketing Summit Reveals Full Agenda and Top Speaker Lineup, Includes Presenters from Facebook, Ubisoft, Major League Gaming, Google, TellTale Games","('2013 Game Marketing Summit', 'Reveals', 'Full Agenda')",2013 Game Marketing Summit,Reveals,Full Agenda,2013 Game Marketing Summit Reveals,Reveals Full Agenda,2013 Game Marketing Summit Reveals Full Agenda,2.7845459999999775,1.6886599999999703
10292,20130321  6:01PM UTC,NASA Hosts Its First Google+ Hangout In Spanish,"('NASA', 'Hosts', 'Its First Google Hangout')",NASA,Hosts,Its First Google Hangout,NASA Hosts,Hosts Its First Google Hangout,NASA Hosts Its First Google Hangout,-2.7596429999999827,-1.7185670000000073
10293,20130321  11:45AM UTC,Google rivals demand EU regulators take action,"('demand EU regulators', 'take', 'action')",demand EU regulators,take,action,demand EU regulators take,take action,demand EU regulators take action,-2.7596429999999827,-1.7185670000000073
10294,20130321  11:43AM UTC,UPDATE 1-Google rivals demand EU regulators take action,"('demand EU regulators', 'take', 'action')",demand EU regulators,take,action,demand EU regulators take,take action,demand EU regulators take action,-2.7596429999999827,-1.7185670000000073
10295,20130321  8:49AM UTC,Google complainants urge EU regulators to file charges,"('EU regulators', 'file', 'charges')",EU regulators,file,charges,EU regulators file,file charges,EU regulators file charges,-2.7596429999999827,-1.7185670000000073
10297,20130321  8:25AM UTC,"Google's Chrome, Android systems to stay separate","('Google', 'has', 'Chrome Android systems to stay')",Google,has,Chrome Android systems to stay,Google has,has Chrome Android systems to stay,Google has Chrome Android systems to stay,-2.7596429999999827,-1.7185670000000073
10301,20130321  2:02AM UTC,Google and Telenor Norway make it easier to buy apps and games on Google Play,"('it', 'buy', 'apps')",it,buy,apps,it buy,buy apps,it buy apps,-2.7596429999999827,-1.7185670000000073
10302,20130321  2:14PM UTC,"Techquity: Oracle's stumble, Google's browser plan","('Oracle', 'has', 'stumble')",Oracle,has,stumble,Oracle has,has stumble,Oracle has stumble,-2.7596429999999827,-1.7185670000000073
10305,20130322  5:45PM UTC,UPDATE 1-Google settlement money lifts R.I. town's credit rating,"('R.I. town', 'has', 'credit rating')",R.I. town,has,credit rating,R.I. town has,has credit rating,R.I. town has credit rating,1.7185660000000098,-0.4732060000000047
10311,20130322  7:43AM UTC,Google's Schmidt tells Myanmar a free Internet can anchor reform,"(""Google 's Schmidt"", 'tells', 'Myanmar')",Google 's Schmidt,tells,Myanmar,Google 's Schmidt tells,tells Myanmar,Google 's Schmidt tells Myanmar,1.7185660000000098,-0.4732060000000047
10312,20130322  7:38AM UTC,Google's Schmidt tells Myanmar a free Internet can anchor reform,"(""Google 's Schmidt"", 'tells', 'Myanmar')",Google 's Schmidt,tells,Myanmar,Google 's Schmidt tells,tells Myanmar,Google 's Schmidt tells Myanmar,1.7185660000000098,-0.4732060000000047
10313,20130322  2:00AM UTC,"IBEE Solutions Marks Seventh Anniversary With Rapid Growth, Innovative Mobility Products; Wins Recognition as a Top Google Apps Co","('IBEE Solutions Marks Seventh Anniversary', 'is With', 'Rapid Growth')",IBEE Solutions Marks Seventh Anniversary,is With,Rapid Growth,IBEE Solutions Marks Seventh Anniversary is With,is With Rapid Growth,IBEE Solutions Marks Seventh Anniversary is With Rapid Growth,1.7185660000000098,-0.4732060000000047
10314,20130325  5:29PM UTC,Google And Carlson Bring TV White Space Internet To South African Schools,"('Carlson', 'Bring', 'TV White Space Internet')",Carlson,Bring,TV White Space Internet,Carlson Bring,Bring TV White Space Internet,Carlson Bring TV White Space Internet,-1.1606439999999907,-0.3337699999999586
10315,20130325  9:57AM UTC,"Golden Tulip launches its mobile application, available from Apple Store and Android Market (Google Play)","('Golden Tulip', 'launches', 'its application available')",Golden Tulip,launches,its application available,Golden Tulip launches,launches its application available,Golden Tulip launches its application available,-1.1606439999999907,-0.3337699999999586
10316,20130325  8:57AM UTC,Jellyfish Online Marketing Achieves UK Google Analytics Premium Reseller Status,"('Jellyfish Online Marketing', 'Achieves', 'UK Google Analytics Premium Reseller Status')",Jellyfish Online Marketing,Achieves,UK Google Analytics Premium Reseller Status,Jellyfish Online Marketing Achieves,Achieves UK Google Analytics Premium Reseller Status,Jellyfish Online Marketing Achieves UK Google Analytics Premium Reseller Status,-1.1606439999999907,-0.3337699999999586
10317,20130325  7:46AM UTC,"Twitter, Facebook, Google, Microsoft, BT, Visa and BSkyB Lined up to Speak at Internet World 2013","('Visa', 'Lined up at_time', '2013')",Visa,Lined up at_time,2013,Visa Lined up at_time,Lined up at_time 2013,Visa Lined up at_time 2013,-1.1606439999999907,-0.3337699999999586
10318,20130325  7:05AM UTC,"Research and Markets: Global Public Cloud Market in Small and Medium-sized Businesses 2012-2016: Amazon.com, Google, Hewlett-Packard, IBM and Microsoft Dominate the Market","('Global Public Cloud Market', 'is in', 'Small Businesses')",Global Public Cloud Market,is in,Small Businesses,Global Public Cloud Market is in,is in Small Businesses,Global Public Cloud Market is in Small Businesses,-1.1606439999999907,-0.3337699999999586
10319,20130326  9:30AM UTC,"The Zacks Analyst Blog Highlights: Research In Motion, AT&T;, Verizon Communications, Apple and Google","('Research', 'is In', 'Motion')",Research,is In,Motion,Research is In,is In Motion,Research is In Motion,0.5429379999999924,1.3848259999999755
10322,20130327  2:37PM UTC,Portugal media demands Google pays for news,"('Portugal media demands Google', 'pays for', 'news')",Portugal media demands Google,pays for,news,Portugal media demands Google pays for,pays for news,Portugal media demands Google pays for news,-3.39724700000005,-4.861785999999995
10323,20130327  1:08PM UTC,Portugal media demands Google pays for news,"('Portugal media demands Google', 'pays for', 'news')",Portugal media demands Google,pays for,news,Portugal media demands Google pays for,pays for news,Portugal media demands Google pays for news,-3.39724700000005,-4.861785999999995
